COHORTE;PERÍODO ACADÉMICO CURSA;SEDE;CAMPUS;CARRERA;ÁREA;MODALIDAD;TIPO PROYECTOEDUCATIVO;NRO ALUMNOS
2021 - 2022;2021 - 2022;GUAYAQUIL;CENTENARIO;CONTABILIDAD Y AUDITORÍA;CIENCIAS ADMINISTRATIVAS Y ECONÓMICAS;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;43
2021 - 2022;2021 - 2022;MATRIZ CUENCA;EL VECINO;CONTABILIDAD Y AUDITORÍA;CIENCIAS ADMINISTRATIVAS Y ECONÓMICAS;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;55
2021 - 2022;2021 - 2022;QUITO;EL GIRÓN;CONTABILIDAD Y AUDITORÍA;CIENCIAS ADMINISTRATIVAS Y ECONÓMICAS;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;66
2021 - 2022;2022 - 2022;QUITO;EL GIRÓN;CONTABILIDAD Y AUDITORÍA;CIENCIAS ADMINISTRATIVAS Y ECONÓMICAS;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;16
