COHORTE;PERIODO ACADEMICO CURSA;SEDE;CAMPUS;CARRERA;AREA;MODALIDAD;TIPO PROYECTOEDUCATIVO;NRO ALUMNOS
2021 - 2021;2021 - 2021;GUAYAQUIL;CENTENARIO;CONTABILIDAD Y AUDITORIA;CIENCIAS ADMINISTRATIVAS Y ECONOMICAS;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;97
2021 - 2021;2021 - 2021;MATRIZ CUENCA;EL VECINO;CONTABILIDAD Y AUDITORIA;CIENCIAS ADMINISTRATIVAS Y ECONOMICAS;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;23
2021 - 2021;2021 - 2021;QUITO;EL GIRON;CONTABILIDAD Y AUDITORIA;CIENCIAS ADMINISTRATIVAS Y ECONOMICAS;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;50
2021 - 2021;2021 - 2022;GUAYAQUIL;CENTENARIO;CONTABILIDAD Y AUDITORIA;CIENCIAS ADMINISTRATIVAS Y ECONOMICAS;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;70
2021 - 2021;2021 - 2022;MATRIZ CUENCA;EL VECINO;CONTABILIDAD Y AUDITORIA;CIENCIAS ADMINISTRATIVAS Y ECONOMICAS;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;18
2021 - 2021;2021 - 2022;QUITO;EL GIRON;CONTABILIDAD Y AUDITORIA;CIENCIAS ADMINISTRATIVAS Y ECONOMICAS;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;39
2021 - 2021;2022 - 2022;QUITO;EL GIRON;CONTABILIDAD Y AUDITORIA;CIENCIAS ADMINISTRATIVAS Y ECONOMICAS;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;3
